title,category_label,author_group,source_work,life,final_strength,strength_stars,final_complexity,complexity_stars,rule_boundary,electronicization_level,roles,rule_concepts,risks,needs_author_review,summary
血刀老祖,战斗人物,金庸,连城诀,3500,2.91,★★★☆☆,3.37,★★★☆☆,2.73,低,持续输出,杀死/死亡/生命、专属/身份、回合/轮/时机,循环/累积风险、结算顺序风险、回合/轮/时机边界、目标/来源风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 37%。
言达平,战斗人物,金庸,连城诀,3000,1.7,★★☆☆☆,3.6,★★★★☆,4.21,中,爆发输出、资源/学习、阵营/结盟、多人一卡,专属/身份、多人一卡/共享生命、学习/复制/特技所有权、杀死/死亡/生命、玩家/一方/阵营/结盟,多人一卡结构边界、文本解释风险、目标/来源风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 77%。
胡斐,战斗人物,金庸,飞狐外传,3000,1.66,★★☆☆☆,2.79,★★★☆☆,1.31,低,持续输出、控制/封锁,专属/身份,,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 2%。
无嗔大师,战斗人物,金庸,飞狐外传,4000,2.25,★★☆☆☆,2.82,★★★☆☆,3.16,低,持续输出、控制/封锁、阵营/结盟、对象清除裁定,杀死/死亡/生命、专属/身份、清除/卡与人物单元、玩家/一方/阵营/结盟,卡对象与人物单元边界、循环/累积风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 51%。
穆人清,战斗人物,金庸,碧血剑,3000,2.53,★★★☆☆,4.56,★★★★★,5.0,中,持续输出、控制/封锁、阵营/结盟、空间/离场裁定、多人一卡,回合/轮/时机、攻击/伤害/生命流失、杀死/死亡/生命、多人一卡/共享生命、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,回合/轮/时机边界、多人一卡结构边界、存在状态边界、攻击/伤害/生命流失概念边界、状态交互风险、空间状态风险、结算顺序风险,规则概念边界复杂、同类规则边界复杂度前 10%,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
夏雪宜,战斗人物,金庸,碧血剑,2000,2.69,★★★☆☆,3.39,★★★☆☆,3.07,中,控制/封锁、阵营/结盟、空间/离场裁定,杀死/死亡/生命、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,存在状态边界、空间状态风险、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 47%。
袁承志,战斗人物,金庸,碧血剑,2300,2.54,★★★☆☆,4.91,★★★★★,2.55,高,爆发输出、持续输出、控制/封锁、资源/学习、阵营/结盟,杀死/死亡/生命、学习/复制/特技所有权、玩家/一方/阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,电子化/结算风险较高,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 30%。
木桑道长,战斗人物,金庸,碧血剑,1900,2.29,★★☆☆☆,3.43,★★★☆☆,4.9,中,肉盾/生存、资源/学习、阵营/结盟、空间/离场裁定,回合/轮/时机、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人、专属/身份、学习/复制/特技所有权、杀死/死亡/生命,空间状态风险、回合/轮/时机边界、存在状态边界、状态交互风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 88%。
李文秀,战斗人物,金庸,白马啸西风,,2.71,★★★☆☆,3.76,★★★★☆,2.88,中,爆发输出、控制/封锁、空间/离场裁定,杀死/死亡/生命、离场/不在场/找不到/无此人,空间状态风险、存在状态边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 40%。
沙子龙,战斗人物,老舍,断魂枪,4300,2.43,★★☆☆☆,3.75,★★★★☆,4.15,低,肉盾/生存、控制/封锁、规则解释高风险、人工裁定、对象清除裁定,专属/身份、文本修改/人工裁定、清除/卡与人物单元、玩家/一方/阵营/结盟,文本解释风险、人工裁定边界、卡对象与人物单元边界,规则概念边界复杂、人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 75%。
阿三阿四,战斗人物,李凉,杨小邪,3400,2.26,★★☆☆☆,4.32,★★★★☆,1.79,高,控制/封锁,杀死/死亡/生命、专属/身份,目标/来源风险,电子化/结算风险较高,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 10%。
欧阳不空,战斗人物,李凉,杨小邪,2500,1.78,★★☆☆☆,4.13,★★★★☆,2.41,低,持续输出、肉盾/生存、控制/封锁、阵营/结盟,回合/轮/时机、专属/身份、玩家/一方/阵营/结盟,目标/来源风险、状态交互风险、回合/轮/时机边界、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 25%。
乔小雨,战斗人物,李凉,杨小邪,2100,2.7,★★★☆☆,3.26,★★★☆☆,2.04,低,肉盾/生存、控制/封锁、阵营/结盟,回合/轮/时机、玩家/一方/阵营/结盟,状态交互风险、回合/轮/时机边界、循环/累积风险、结算顺序风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 14%。
武痴,战斗人物,李凉,杨小邪,5800,1.85,★★☆☆☆,3.11,★★★☆☆,1.76,低,持续输出,回合/轮/时机,循环/累积风险、回合/轮/时机边界、目标/来源风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 8%。
血变,战斗人物,李凉,杨小邪,2000×2,2.67,★★★☆☆,2.43,★★☆☆☆,3.14,低,爆发输出、肉盾/生存、控制/封锁,杀死/死亡/生命、回合/轮/时机、攻击/伤害/生命流失、专属/身份,状态交互风险、目标/来源风险、结算顺序风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★☆☆☆；规则边界分位 50%。
杨小七,战斗人物,李凉,杨小邪,2400,2.43,★★☆☆☆,3.58,★★★★☆,3.62,低,爆发输出、持续输出、位置/场景、空间/离场裁定、对象清除裁定,专属/身份、清除/卡与人物单元、离场/不在场/找不到/无此人,结算顺序风险、卡对象与人物单元边界、存在状态边界、空间状态风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 64%。
杨小邪,战斗人物,李凉,杨小邪,3600,3.72,★★★★☆,4.83,★★★★★,5.0,中,肉盾/生存、控制/封锁、阵营/结盟、对象清除裁定、多人一卡,攻击/伤害/生命流失、回合/轮/时机、杀死/死亡/生命、专属/身份、多人一卡/共享生命、清除/卡与人物单元、玩家/一方/阵营/结盟,状态交互风险、目标/来源风险、卡对象与人物单元边界、回合/轮/时机边界、多人一卡结构边界、攻击/伤害/生命流失概念边界、结算顺序风险,规则概念边界复杂、同类规则边界复杂度前 10%,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 95%。
韦亦玄,战斗人物,李凉,杨小邪,4300,3.84,★★★★☆,5.0,★★★★★,4.39,中,持续输出、肉盾/生存、控制/封锁、阵营/结盟、对象清除裁定,攻击/伤害/生命流失、回合/轮/时机、杀死/死亡/生命、专属/身份、玩家/一方/阵营/结盟、清除/卡与人物单元,状态交互风险、卡对象与人物单元边界、回合/轮/时机边界、攻击/伤害/生命流失概念边界、文本解释风险、结算顺序风险,规则概念边界复杂、同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 80%。
金世遗,战斗人物,梁羽生,云海玉弓缘,3100,2.94,★★★☆☆,4.16,★★★★☆,2.13,中,爆发输出、持续输出、肉盾/生存,回合/轮/时机、专属/身份,状态交互风险、回合/轮/时机边界、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 19%。
厉胜男,战斗人物,梁羽生,云海玉弓缘,2200,3.09,★★★☆☆,4.33,★★★★☆,3.36,低,肉盾/生存、阵营/结盟,攻击/伤害/生命流失、杀死/死亡/生命、回合/轮/时机、专属/身份、玩家/一方/阵营/结盟,状态交互风险、目标/来源风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 56%。
张丹枫,战斗人物,梁羽生,萍踪侠影录,2600,2.31,★★☆☆☆,3.67,★★★★☆,2.4,低,爆发输出、肉盾/生存、位置/场景,专属/身份、玩家/一方/阵营/结盟、场景/地点/空间,状态交互风险、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 25%。
眉间尺,战斗人物,鲁迅,铸剑,3000,3.05,★★★☆☆,5.0,★★★★★,5.0,高,爆发输出、资源/学习、胜负特判、对象清除裁定、多人一卡,杀死/死亡/生命、专属/身份、回合/轮/时机、学习/复制/特技所有权、多人一卡/共享生命、清除/卡与人物单元,文本解释风险、结算顺序风险、胜负裁定风险、卡对象与人物单元边界、回合/轮/时机边界、多人一卡结构边界,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
帝林,战斗人物,其他,紫川,1000,2.74,★★★☆☆,3.81,★★★★☆,3.01,低,爆发输出、控制/封锁、位置/场景、阵营/结盟、胜负特判,杀死/死亡/生命、专属/身份、回合/轮/时机、玩家/一方/阵营/结盟,目标/来源风险、回合/轮/时机边界、文本解释风险、状态交互风险、结算顺序风险、胜负裁定风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 44%。
流风霜,战斗人物,其他,紫川,,1.99,★★☆☆☆,2.38,★★☆☆☆,2.07,低,肉盾/生存、控制/封锁、阵营/结盟,专属/身份、杀死/死亡/生命、玩家/一方/阵营/结盟,状态交互风险、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 16%。
斯特林,战斗人物,其他,紫川,4000,2.43,★★☆☆☆,3.12,★★★☆☆,2.38,低,持续输出,攻击/伤害/生命流失、杀死/死亡/生命、专属/身份,攻击/伤害/生命流失概念边界、目标/来源风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 24%。
云浅雪,战斗人物,其他,紫川,2200,2.36,★★☆☆☆,2.95,★★★☆☆,3.57,低,待观察、资源/牌堆,回合/轮/时机、杀死/死亡/生命、牌堆/弃牌/本局弃卡、专属/身份、玩家/一方/阵营/结盟,回合/轮/时机边界、状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 63%。
紫川秀,战斗人物,其他,紫川,2500,3.05,★★★☆☆,3.67,★★★★☆,3.6,低,肉盾/生存、控制/封锁、阵营/结盟、规则解释高风险、人工裁定,杀死/死亡/生命、专属/身份、文本修改/人工裁定、玩家/一方/阵营/结盟,状态交互风险、人工裁定边界、文本解释风险、随机/人工裁定风险,人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 64%。
左加明,战斗人物,其他,紫川,4000,3.11,★★★☆☆,4.06,★★★★☆,5.0,低,肉盾/生存、控制/封锁、位置/场景、阵营/结盟、规则解释高风险、空间/离场裁定、人工裁定,杀死/死亡/生命、攻击/伤害/生命流失、玩家/一方/阵营/结盟、专属/身份、文本修改/人工裁定、离场/不在场/找不到/无此人,循环/累积风险、人工裁定边界、存在状态边界、攻击/伤害/生命流失概念边界、文本解释风险、空间状态风险,规则概念边界复杂、同类规则边界复杂度前 10%、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 95%。
陆雪琪,战斗人物,其他,诛仙,2400,3.32,★★★☆☆,4.21,★★★★☆,1.79,低,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,杀死/死亡/生命、玩家/一方/阵营/结盟,循环/累积风险、状态交互风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 10%。
张小凡,战斗人物,其他,诛仙,2500,4.04,★★★★☆,5.0,★★★★★,3.51,中,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,回合/轮/时机、攻击/伤害/生命流失、玩家/一方/阵营/结盟、专属/身份、杀死/死亡/生命,状态交互风险、循环/累积风险、随机/人工裁定风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、文本解释风险、目标/来源风险、结算顺序风险,同类文本复杂度靠前、同类影响力靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 61%。
周一仙,战斗人物,其他,诛仙,2000,2.64,★★★☆☆,5.0,★★★★★,5.0,高,爆发输出、持续输出、资源/学习、位置/场景、胜负特判、空间/离场裁定、对象清除裁定,回合/轮/时机、专属/身份、学习/复制/特技所有权、清除/卡与人物单元、离场/不在场/找不到/无此人,卡对象与人物单元边界、回合/轮/时机边界、存在状态边界、循环/累积风险、目标/来源风险、空间状态风险、结算顺序风险、胜负裁定风险、随机/人工裁定风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
浦饭幽助,战斗人物,其他,幽游白书,3000,3.21,★★★☆☆,3.74,★★★★☆,2.73,低,爆发输出、肉盾/生存,回合/轮/时机、专属/身份、杀死/死亡/生命,回合/轮/时机边界、循环/累积风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 37%。
童林,战斗人物,其他,雍正剑侠图,3100,3.04,★★★☆☆,4.8,★★★★★,2.96,中,待观察,攻击/伤害/生命流失、回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟,回合/轮/时机边界、循环/累积风险、攻击/伤害/生命流失概念边界、结算顺序风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 43%。
罗格,战斗人物,其他,亵渎,5000,3.11,★★★☆☆,5.0,★★★★★,5.0,极高,控制/封锁、资源/学习、位置/场景、对象清除裁定、资源/牌堆,场景/地点/空间、杀死/死亡/生命、专属/身份、回合/轮/时机、攻击/伤害/生命流失、清除/卡与人物单元、学习/复制/特技所有权、牌堆/弃牌/本局弃卡,空间状态风险、结算顺序风险、卡对象与人物单元边界、回合/轮/时机边界、攻击/伤害/生命流失概念边界、文本解释风险、状态交互风险、随机/人工裁定风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
李大娘,战斗人物,其他,仙剑奇侠传,2000,1.66,★★☆☆☆,3.01,★★★☆☆,1.56,低,控制/封锁、阵营/结盟,专属/身份、玩家/一方/阵营/结盟,状态交互风险、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 4%。
李逍遥,战斗人物,其他,仙剑奇侠传,3300,4.01,★★★★☆,5.0,★★★★★,5.0,高,肉盾/生存、控制/封锁、资源/学习、阵营/结盟、对象清除裁定、资源/牌堆,攻击/伤害/生命流失、回合/轮/时机、专属/身份、杀死/死亡/生命、清除/卡与人物单元、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟,结算顺序风险、卡对象与人物单元边界、回合/轮/时机边界、攻击/伤害/生命流失概念边界、文本解释风险、状态交互风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、同类影响力靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 95%。
林月如,战斗人物,其他,仙剑奇侠传,1700,3.09,★★★☆☆,4.24,★★★★☆,4.42,低,肉盾/生存、阵营/结盟、多人一卡、资源/牌堆,牌堆/弃牌/本局弃卡、专属/身份、攻击/伤害/生命流失、玩家/一方/阵营/结盟、多人一卡/共享生命,多人一卡结构边界、攻击/伤害/生命流失概念边界、状态交互风险、目标/来源风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 81%。
司徒钟,战斗人物,其他,仙剑奇侠传,5000,2.37,★★☆☆☆,2.64,★★★☆☆,4.85,低,爆发输出、控制/封锁、阵营/结盟、空间/离场裁定、资源/牌堆,回合/轮/时机、专属/身份、杀死/死亡/生命、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,回合/轮/时机边界、存在状态边界、空间状态风险、随机/人工裁定风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 88%。
赵灵儿,战斗人物,其他,仙剑奇侠传,1500,3.19,★★★☆☆,4.19,★★★★☆,2.92,中,持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟,杀死/死亡/生命、专属/身份、玩家/一方/阵营/结盟、学习/复制/特技所有权,状态交互风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 42%。
秦始皇,战斗人物,其他,史上第一混乱,6000,2.37,★★☆☆☆,3.68,★★★★☆,3.31,低,爆发输出、控制/封锁、对象清除裁定,专属/身份、清除/卡与人物单元、玩家/一方/阵营/结盟、杀死/死亡/生命,目标/来源风险、卡对象与人物单元边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 54%。
于和,战斗人物,其他,三侠五义,4000,2.59,★★★☆☆,3.36,★★★☆☆,2.76,低,爆发输出、持续输出、肉盾/生存,杀死/死亡/生命、专属/身份、回合/轮/时机,回合/轮/时机边界、循环/累积风险、文本解释风险、状态交互风险、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 38%。
疯张愚,战斗人物,其他,其他,1,2.28,★★☆☆☆,3.7,★★★★☆,4.57,高,资源/学习、位置/场景、空间/离场裁定、资源/牌堆,专属/身份、杀死/死亡/生命、离场/不在场/找不到/无此人、学习/复制/特技所有权、牌堆/弃牌/本局弃卡,目标/来源风险、空间状态风险、存在状态边界、循环/累积风险、随机/人工裁定风险,电子化/结算风险较高、规则概念边界复杂,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 84%。
葛平,战斗人物,其他,其他,2222,1.75,★★☆☆☆,3.6,★★★★☆,1.76,低,待观察,专属/身份、杀死/死亡/生命,目标/来源风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 8%。
金坷垃三人组,战斗人物,其他,其他,1200*3,2.68,★★★☆☆,4.33,★★★★☆,4.26,中,待观察、多人一卡,杀死/死亡/生命、专属/身份、回合/轮/时机、多人一卡/共享生命,回合/轮/时机边界、多人一卡结构边界、循环/累积风险、目标/来源风险、结算顺序风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 78%。
六小龄童,战斗人物,其他,其他,6666,2.76,★★★☆☆,4.87,★★★★★,4.31,中,控制/封锁、资源/学习、规则解释高风险、人工裁定、对象清除裁定,攻击/伤害/生命流失、专属/身份、文本修改/人工裁定、清除/卡与人物单元,人工裁定边界、卡对象与人物单元边界、攻击/伤害/生命流失概念边界、文本解释风险、目标/来源风险,规则概念边界复杂、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 79%。
马保国,战斗人物,其他,其他,6900,3.7,★★★★☆,5.0,★★★★★,5.0,极高,持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟、空间/离场裁定,回合/轮/时机、专属/身份、学习/复制/特技所有权、杀死/死亡/生命、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,回合/轮/时机边界、存在状态边界、循环/累积风险、空间状态风险、结算顺序风险、随机/人工裁定风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 95%。
五个人头,战斗人物,其他,其他,2000,1.66,★★☆☆☆,3.98,★★★★☆,2.84,中,控制/封锁、规则解释高风险、人工裁定,文本修改/人工裁定、专属/身份,目标/来源风险、文本解释风险、人工裁定边界、状态交互风险,人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 40%。
元首,战斗人物,其他,其他,70000,2.6,★★★☆☆,4.12,★★★★☆,3.91,中,持续输出、控制/封锁、位置/场景、空间/离场裁定,回合/轮/时机、专属/身份、攻击/伤害/生命流失、离场/不在场/找不到/无此人,状态交互风险、随机/人工裁定风险、回合/轮/时机边界、存在状态边界、攻击/伤害/生命流失概念边界、目标/来源风险、空间状态风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 71%。
岳飞,战斗人物,其他,其他,6000,3.1,★★★☆☆,4.17,★★★★☆,4.26,高,爆发输出、肉盾/生存、控制/封锁、阵营/结盟、空间/离场裁定,离场/不在场/找不到/无此人、专属/身份、回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟,空间状态风险、回合/轮/时机边界、存在状态边界、状态交互风险,电子化/结算风险较高、规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 78%。
颜紫绡,战斗人物,其他,镜花缘,3044,1.89,★★☆☆☆,2.93,★★★☆☆,3.11,低,控制/封锁、资源/学习、阵营/结盟,回合/轮/时机、玩家/一方/阵营/结盟、专属/身份、学习/复制/特技所有权,结算顺序风险、回合/轮/时机边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 49%。
慕容惜花,战斗人物,其他,金书红颜录,5001,1.74,★★☆☆☆,2.09,★★☆☆☆,2.07,低,阵营/结盟,专属/身份、杀死/死亡/生命、玩家/一方/阵营/结盟,随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 16%。
胡八一,战斗人物,其他,鬼吹灯,5081,2.64,★★★☆☆,5.0,★★★★★,5.0,极高,资源/学习、位置/场景、规则解释高风险、对象清除裁定、空间/离场裁定、人工裁定、资源/牌堆,清除/卡与人物单元、专属/身份、回合/轮/时机、玩家/一方/阵营/结盟、牌堆/弃牌/本局弃卡、离场/不在场/找不到/无此人、学习/复制/特技所有权、文本修改/人工裁定,文本解释风险、空间状态风险、随机/人工裁定风险、人工裁定边界、卡对象与人物单元边界、回合/轮/时机边界、存在状态边界、结算顺序风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
白起,战斗人物,其他,风姿物语,4000,2.24,★★☆☆☆,4.24,★★★★☆,2.67,中,肉盾/生存,回合/轮/时机、专属/身份、杀死/死亡/生命,目标/来源风险、回合/轮/时机边界、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 35%。
李煜,战斗人物,其他,风姿物语,2101,3.8,★★★★☆,3.75,★★★★☆,3.11,低,爆发输出、肉盾/生存,攻击/伤害/生命流失、杀死/死亡/生命、回合/轮/时机、专属/身份,循环/累积风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、结算顺序风险,,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★☆；规则边界分位 49%。
陆游,战斗人物,其他,风姿物语,3100,2.41,★★☆☆☆,4.1,★★★★☆,2.69,低,肉盾/生存、阵营/结盟,杀死/死亡/生命、攻击/伤害/生命流失、专属/身份、玩家/一方/阵营/结盟,攻击/伤害/生命流失概念边界、状态交互风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 36%。
天野源五郎,战斗人物,其他,风姿物语,1720,2.98,★★★☆☆,5.0,★★★★★,2.07,中,肉盾/生存、控制/封锁、阵营/结盟、胜负特判,玩家/一方/阵营/结盟、专属/身份、杀死/死亡/生命,胜负裁定风险、状态交互风险、目标/来源风险、结算顺序风险,同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 16%。
皇太极,战斗人物,其他,风姿物语,3000,2.86,★★★☆☆,5.0,★★★★★,5.0,极高,爆发输出、肉盾/生存、控制/封锁、规则解释高风险、人工裁定、多人一卡、资源/牌堆,杀死/死亡/生命、专属/身份、回合/轮/时机、文本修改/人工裁定、多人一卡/共享生命、牌堆/弃牌/本局弃卡,状态交互风险、文本解释风险、随机/人工裁定风险、人工裁定边界、回合/轮/时机边界、多人一卡结构边界、目标/来源风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
步惊云,战斗人物,其他,风云,3600,2.98,★★★☆☆,4.71,★★★★★,4.16,中,控制/封锁、阵营/结盟、多人一卡,攻击/伤害/生命流失、玩家/一方/阵营/结盟、专属/身份、多人一卡/共享生命、杀死/死亡/生命,循环/累积风险、多人一卡结构边界、攻击/伤害/生命流失概念边界、状态交互风险、结算顺序风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 75%。
断浪,战斗人物,其他,风云,1000,2.86,★★★☆☆,3.61,★★★★☆,1.85,低,爆发输出、肉盾/生存,杀死/死亡/生命、专属/身份,循环/累积风险、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 12%。
绝无神,战斗人物,其他,风云,4000,2.65,★★★☆☆,4.36,★★★★☆,2.16,低,阵营/结盟,玩家/一方/阵营/结盟、专属/身份、杀死/死亡/生命,循环/累积风险、目标/来源风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 20%。
聂风,战斗人物,其他,风云,3333,2.43,★★☆☆☆,4.81,★★★★★,4.42,中,持续输出、肉盾/生存、控制/封锁、阵营/结盟、多人一卡,回合/轮/时机、杀死/死亡/生命、专属/身份、玩家/一方/阵营/结盟、多人一卡/共享生命,状态交互风险、循环/累积风险、回合/轮/时机边界、多人一卡结构边界、目标/来源风险、结算顺序风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★★；规则边界分位 81%。
破军,战斗人物,其他,风云,3200,2.91,★★★☆☆,3.94,★★★★☆,2.98,低,肉盾/生存、阵营/结盟,杀死/死亡/生命、玩家/一方/阵营/结盟、专属/身份、回合/轮/时机,结算顺序风险、回合/轮/时机边界、循环/累积风险、状态交互风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 44%。
无名,战斗人物,其他,风云,4000,3.05,★★★☆☆,3.94,★★★★☆,3.12,低,肉盾/生存、控制/封锁、阵营/结盟、对象清除裁定,攻击/伤害/生命流失、专属/身份、清除/卡与人物单元、玩家/一方/阵营/结盟,目标/来源风险、状态交互风险、卡对象与人物单元边界、攻击/伤害/生命流失概念边界、文本解释风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 49%。
