title,category_label,author_group,source_work,life,strength_adjusted,strength_stars,complexity,complexity_stars,electronicization_level,roles,risks,needs_author_review,summary
冲虚,战斗人物,金庸,笑傲江湖,2800,2.37,★★☆☆☆,3.7,★★★★☆,低,肉盾/生存、位置/场景,状态交互风险、目标/来源风险、结算顺序风险、循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 33%，同类复杂度分位 50%。
东方不败,战斗人物,金庸,笑傲江湖,2800,2.68,★★★☆☆,3.51,★★★★☆,低,爆发输出、肉盾/生存、控制/封锁,文本解释风险、状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 53%，同类复杂度分位 40%。
方证,战斗人物,金庸,笑傲江湖,5200,2.76,★★★☆☆,3.43,★★★☆☆,低,肉盾/生存、控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 59%，同类复杂度分位 36%。
风清扬,战斗人物,金庸,笑傲江湖,2500,1.72,★★☆☆☆,3.15,★★★☆☆,低,资源/学习、位置/场景、阵营/结盟,目标/来源风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 5%，同类复杂度分位 23%。
葵花老祖,战斗人物,金庸,笑傲江湖,2800,3.02,★★★☆☆,4.47,★★★★☆,中,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景,目标/来源风险、结算顺序风险、循环/累积风险、文本解释风险、空间状态风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 78%，同类复杂度分位 77%。
林平之,战斗人物,金庸,笑傲江湖,1900,1.93,★★☆☆☆,2.99,★★★☆☆,低,持续输出、阵营/结盟,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 15%，同类复杂度分位 18%。
林远图,战斗人物,金庸,笑傲江湖,2800,1.71,★★☆☆☆,2.18,★★☆☆☆,低,阵营/结盟,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 4%，同类复杂度分位 3%。
令狐冲,战斗人物,金庸,笑傲江湖,2300,2.63,★★★☆☆,4.31,★★★★☆,中,持续输出、资源/学习、阵营/结盟,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 50%，同类复杂度分位 73%。
任我行,战斗人物,金庸,笑傲江湖,3300,2.81,★★★☆☆,4.8,★★★★★,中,阵营/结盟,文本解释风险、目标/来源风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 63%，同类复杂度分位 85%。
岳不群,战斗人物,金庸,笑傲江湖,2500,3.25,★★★☆☆,4.52,★★★★★,中,爆发输出、肉盾/生存、资源/学习、位置/场景、阵营/结盟,状态交互风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 88%，同类复杂度分位 78%。
左冷禅,战斗人物,金庸,笑傲江湖,3100,2.79,★★★☆☆,4.58,★★★★★,中,持续输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、结算顺序风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 62%，同类复杂度分位 80%。
莫大先生,战斗人物,金庸,笑傲江湖,2400,2.27,★★☆☆☆,3.49,★★★☆☆,低,肉盾/生存、位置/场景,目标/来源风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 23%，同类复杂度分位 39%。
田伯光,战斗人物,金庸,笑傲江湖,2700,2.27,★★☆☆☆,3.3,★★★☆☆,低,爆发输出、控制/封锁,文本解释风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 23%，同类复杂度分位 30%。
白自在,战斗人物,金庸,侠客行,3500,2.67,★★★☆☆,4.01,★★★★☆,低,爆发输出,,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 52%，同类复杂度分位 62%。
龙木二岛主,战斗人物,金庸,侠客行,6000*2,1.88,★★☆☆☆,2.27,★★☆☆☆,低,爆发输出,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 12%，同类复杂度分位 4%。
石破天,战斗人物,金庸,侠客行,3000,3.29,★★★☆☆,3.55,★★★★☆,低,爆发输出、肉盾/生存、控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 90%，同类复杂度分位 42%。
谢烟客,战斗人物,金庸,侠客行,5500,2.41,★★☆☆☆,4.48,★★★★☆,高,持续输出,循环/累积风险、随机/人工裁定风险、结算顺序风险,电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 35%，同类复杂度分位 78%。
贝海石,战斗人物,金庸,侠客行,3100,2.34,★★☆☆☆,3.5,★★★★☆,低,控制/封锁,状态交互风险、文本解释风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 30%，同类复杂度分位 39%。
丁春秋,战斗人物,金庸,天龙八部,2500,3.19,★★★☆☆,4.69,★★★★★,中,持续输出、肉盾/生存、控制/封锁,状态交互风险、循环/累积风险、随机/人工裁定风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 86%，同类复杂度分位 83%。
段延庆,战斗人物,金庸,天龙八部,2900,2.57,★★★☆☆,3.18,★★★☆☆,低,爆发输出、阵营/结盟,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 44%，同类复杂度分位 24%。
段誉,战斗人物,金庸,天龙八部,2000,2.95,★★★☆☆,4.19,★★★★☆,低,持续输出、控制/封锁、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 73%，同类复杂度分位 68%。
黄眉僧,战斗人物,金庸,天龙八部,2700,2.55,★★★☆☆,3.27,★★★☆☆,低,位置/场景、阵营/结盟、胜负特判,空间状态风险、结算顺序风险、胜负裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 43%，同类复杂度分位 28%。
鸠摩智,战斗人物,金庸,天龙八部,3000,3.21,★★★☆☆,4.38,★★★★☆,中,肉盾/生存、资源/学习、规则解释高风险,目标/来源风险、结算顺序风险、文本解释风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 87%，同类复杂度分位 75%。
李秋水,战斗人物,金庸,天龙八部,2800,2.33,★★☆☆☆,3.93,★★★★☆,低,待观察,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 29%，同类复杂度分位 58%。
慕容博,战斗人物,金庸,天龙八部,3200,1.88,★★☆☆☆,3.42,★★★☆☆,低,爆发输出、持续输出、阵营/结盟,循环/累积风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 12%，同类复杂度分位 36%。
慕容复,战斗人物,金庸,天龙八部,2500,2.35,★★☆☆☆,4.44,★★★★☆,低,持续输出、控制/封锁、阵营/结盟,状态交互风险、循环/累积风险、文本解释风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 31%，同类复杂度分位 76%。
天山童姥,战斗人物,金庸,天龙八部,8600,3.29,★★★☆☆,5.0,★★★★★,中,资源/学习、阵营/结盟,结算顺序风险、随机/人工裁定风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 90%，同类复杂度分位 95%。
无崖子,战斗人物,金庸,天龙八部,2000,3.06,★★★☆☆,4.65,★★★★★,中,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟,状态交互风险、循环/累积风险、文本解释风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 81%，同类复杂度分位 82%。
萧峰,战斗人物,金庸,天龙八部,4000,1.84,★★☆☆☆,4.22,★★★★☆,低,爆发输出、持续输出、肉盾/生存、阵营/结盟,状态交互风险、结算顺序风险、循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 10%，同类复杂度分位 69%。
萧远山,战斗人物,金庸,天龙八部,4000,2.9,★★★☆☆,2.92,★★★☆☆,低,爆发输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、循环/累积风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 69%，同类复杂度分位 16%。
虚竹,战斗人物,金庸,天龙八部,2000,3.25,★★★☆☆,4.8,★★★★★,中,爆发输出、持续输出、肉盾/生存、资源/学习、阵营/结盟,状态交互风险、循环/累积风险、结算顺序风险、随机/人工裁定风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 88%，同类复杂度分位 85%。
玄澄,战斗人物,金庸,天龙八部,8000,2.21,★★☆☆☆,2.81,★★★☆☆,低,肉盾/生存、资源/学习、阵营/结盟,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 20%，同类复杂度分位 12%。
玄慈,战斗人物,金庸,天龙八部,4500,2.31,★★☆☆☆,3.3,★★★☆☆,低,爆发输出、肉盾/生存、控制/封锁、阵营/结盟,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 27%，同类复杂度分位 30%。
游坦之,战斗人物,金庸,天龙八部,3000,4.01,★★★★☆,4.23,★★★★☆,低,持续输出、肉盾/生存、控制/封锁,状态交互风险,同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 99%，同类复杂度分位 70%。
阿紫,战斗人物,金庸,天龙八部,1400,2.22,★★☆☆☆,4.19,★★★★☆,中,持续输出、位置/场景、阵营/结盟,文本解释风险、空间状态风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 20%，同类复杂度分位 68%。
陈家洛,战斗人物,金庸,书剑恩仇录,2500,1.82,★★☆☆☆,3.78,★★★★☆,低,控制/封锁、阵营/结盟,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 9%，同类复杂度分位 54%。
陆菲青,战斗人物,金庸,书剑恩仇录,2600,3.05,★★★☆☆,4.71,★★★★★,中,爆发输出、肉盾/生存、阵营/结盟,状态交互风险、循环/累积风险、文本解释风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 80%，同类复杂度分位 84%。
纳斯尔丁·阿凡提,战斗人物,金庸,书剑恩仇录,2100,2.92,★★★☆☆,4.09,★★★★☆,中,爆发输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 70%，同类复杂度分位 64%。
王维扬,战斗人物,金庸,书剑恩仇录,3300,1.71,★★☆☆☆,4.26,★★★★☆,中,待观察,目标/来源风险、文本解释风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 4%，同类复杂度分位 71%。
文泰来,战斗人物,金庸,书剑恩仇录,4600,1.82,★★☆☆☆,2.6,★★★☆☆,低,持续输出、控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 9%，同类复杂度分位 9%。
无尘道长,战斗人物,金庸,书剑恩仇录,2500,2.7,★★★☆☆,4.1,★★★★☆,中,爆发输出,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 55%，同类复杂度分位 65%。
袁士霄,战斗人物,金庸,书剑恩仇录,3000,1.82,★★☆☆☆,3.33,★★★☆☆,低,控制/封锁、阵营/结盟,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 9%，同类复杂度分位 31%。
张召重,战斗人物,金庸,书剑恩仇录,2700,1.88,★★☆☆☆,3.09,★★★☆☆,低,爆发输出,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 12%，同类复杂度分位 21%。
赵半山,战斗人物,金庸,书剑恩仇录,2150,2.83,★★★☆☆,3.67,★★★★☆,低,持续输出、肉盾/生存、控制/封锁、阵营/结盟,循环/累积风险、状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 65%，同类复杂度分位 48%。
独孤求败,战斗人物,金庸,神雕侠侣,3000,2.31,★★☆☆☆,2.88,★★★☆☆,低,爆发输出、阵营/结盟,文本解释风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 27%，同类复杂度分位 14%。
公孙止,战斗人物,金庸,神雕侠侣,2900,3.77,★★★★☆,5.0,★★★★★,低,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景,状态交互风险、结算顺序风险、循环/累积风险、目标/来源风险,自动理解置信度不高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 95%，同类复杂度分位 95%。
郭襄,战斗人物,金庸,神雕侠侣,1800,2.51,★★★☆☆,4.9,★★★★★,中,爆发输出、控制/封锁、阵营/结盟,目标/来源风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 41%，同类复杂度分位 88%。
金轮法王,战斗人物,金庸,神雕侠侣,2500 3800,2.93,★★★☆☆,3.5,★★★★☆,低,爆发输出、肉盾/生存、控制/封锁,文本解释风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 71%，同类复杂度分位 39%。
李莫愁,战斗人物,金庸,神雕侠侣,2200,2.23,★★☆☆☆,4.83,★★★★★,中,持续输出、控制/封锁、阵营/结盟,循环/累积风险、空间状态风险、随机/人工裁定风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 21%，同类复杂度分位 86%。
林朝英,战斗人物,金庸,神雕侠侣,2500,2.7,★★★☆☆,4.24,★★★★☆,低,持续输出、肉盾/生存、控制/封锁、阵营/结盟,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 55%，同类复杂度分位 71%。
裘千尺,战斗人物,金庸,神雕侠侣,2500,3.25,★★★☆☆,4.21,★★★★☆,低,爆发输出、持续输出、控制/封锁、阵营/结盟,目标/来源风险、循环/累积风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 88%，同类复杂度分位 69%。
小龙女,战斗人物,金庸,神雕侠侣,2200,2.52,★★★☆☆,4.42,★★★★☆,高,持续输出、控制/封锁、资源/学习、阵营/结盟,循环/累积风险,电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 42%，同类复杂度分位 76%。
杨过,战斗人物,金庸,神雕侠侣,2400,2.23,★★☆☆☆,5.0,★★★★★,高,爆发输出、肉盾/生存、控制/封锁、位置/场景、阵营/结盟,文本解释风险、状态交互风险、目标/来源风险、空间状态风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 21%，同类复杂度分位 95%。
杨过,战斗人物,金庸,神雕侠侣,4500,2.58,★★★☆☆,3.69,★★★★☆,低,持续输出、肉盾/生存、阵营/结盟,状态交互风险、目标/来源风险、循环/累积风险、文本解释风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 45%，同类复杂度分位 50%。
成吉思汗,战斗人物,金庸,射雕英雄传,6500,2.74,★★★☆☆,3.34,★★★☆☆,中,持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景、阵营/结盟,状态交互风险、循环/累积风险、文本解释风险、目标/来源风险、空间状态风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 58%，同类复杂度分位 32%。
疯·欧阳锋,战斗人物,金庸,射雕英雄传,4800,3.2,★★★☆☆,3.74,★★★★☆,低,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 87%，同类复杂度分位 51%。
郭靖,战斗人物,金庸,射雕英雄传,4100,2.73,★★★☆☆,4.5,★★★★☆,中,爆发输出、持续输出、控制/封锁、位置/场景、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 57%，同类复杂度分位 78%。
洪七公,战斗人物,金庸,射雕英雄传,3100,2.29,★★☆☆☆,3.66,★★★★☆,低,控制/封锁、阵营/结盟,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 25%，同类复杂度分位 47%。
黄蓉,战斗人物,金庸,射雕英雄传,2000,2.95,★★★☆☆,5.0,★★★★★,极高,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景,状态交互风险、目标/来源风险、空间状态风险、循环/累积风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 73%，同类复杂度分位 95%。
黄裳,战斗人物,金庸,射雕英雄传,5387,2.65,★★★☆☆,3.17,★★★☆☆,中,持续输出、肉盾/生存、控制/封锁、资源/学习,状态交互风险、循环/累积风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 51%，同类复杂度分位 23%。
黄药师,战斗人物,金庸,射雕英雄传,3000,2.53,★★★☆☆,5.0,★★★★★,高,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、空间状态风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 42%，同类复杂度分位 95%。
江南七怪,战斗人物,金庸,射雕英雄传,100*7,3.02,★★★☆☆,4.56,★★★★★,中,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟,文本解释风险、状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 78%，同类复杂度分位 80%。
梅超风,战斗人物,金庸,射雕英雄传,1900,2.54,★★★☆☆,4.02,★★★★☆,低,爆发输出、持续输出、肉盾/生存、资源/学习、阵营/结盟,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 42%，同类复杂度分位 63%。
欧阳锋,战斗人物,金庸,射雕英雄传,3500,3.92,★★★★☆,5.0,★★★★★,高,持续输出、肉盾/生存,循环/累积风险、文本解释风险、状态交互风险、目标/来源风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 97%，同类复杂度分位 95%。
裘千仞,战斗人物,金庸,射雕英雄传,3400,3.12,★★★☆☆,3.75,★★★★☆,低,持续输出、肉盾/生存、控制/封锁、阵营/结盟、胜负特判,空间状态风险、结算顺序风险、胜负裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 83%，同类复杂度分位 52%。
裘千丈,战斗人物,金庸,射雕英雄传,1400,1.76,★★☆☆☆,2.59,★★★☆☆,低,控制/封锁、阵营/结盟,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 6%，同类复杂度分位 8%。
王重阳,战斗人物,金庸,射雕英雄传,4500,2.38,★★☆☆☆,4.29,★★★★☆,中,肉盾/生存、控制/封锁、资源/学习,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 34%，同类复杂度分位 72%。
杨康,战斗人物,金庸,射雕英雄传,1988,1.67,★★☆☆☆,4.49,★★★★☆,中,持续输出、肉盾/生存、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 3%，同类复杂度分位 78%。
一灯,战斗人物,金庸,射雕英雄传,2500,2.81,★★★☆☆,4.45,★★★★☆,中,爆发输出、控制/封锁、阵营/结盟,文本解释风险、状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 63%，同类复杂度分位 77%。
周伯通,战斗人物,金庸,射雕英雄传,2600,2.64,★★★☆☆,4.81,★★★★★,高,持续输出、控制/封锁、资源/学习、位置/场景、阵营/结盟,状态交互风险、空间状态风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 50%，同类复杂度分位 86%。
全真七子,战斗人物,金庸,射雕英雄传,,3.6,★★★★☆,5.0,★★★★★,极高,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景,目标/来源风险、状态交互风险、空间状态风险、结算顺序风险、循环/累积风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 91%，同类复杂度分位 95%。
陈近南,战斗人物,金庸,鹿鼎记,2700,2.91,★★★☆☆,3.81,★★★★☆,低,爆发输出、肉盾/生存、控制/封锁、阵营/结盟,循环/累积风险、状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 70%，同类复杂度分位 55%。
洪安通,战斗人物,金庸,鹿鼎记,4100,2.62,★★★☆☆,4.38,★★★★☆,低,爆发输出,循环/累积风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 49%，同类复杂度分位 75%。
九难,战斗人物,金庸,鹿鼎记,900,2.5,★★☆☆☆,3.31,★★★☆☆,低,持续输出、肉盾/生存、资源/学习、阵营/结盟,循环/累积风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 40%，同类复杂度分位 31%。
韦小宝,战斗人物,金庸,鹿鼎记,2000,2.5,★★☆☆☆,5.0,★★★★★,高,持续输出、位置/场景、阵营/结盟、胜负特判、规则解释高风险,目标/来源风险、文本解释风险、空间状态风险、胜负裁定风险、随机/人工裁定风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 40%，同类复杂度分位 95%。
玄烨,战斗人物,金庸,鹿鼎记,1400,2.31,★★☆☆☆,3.64,★★★★☆,高,控制/封锁、位置/场景、阵营/结盟、胜负特判,随机/人工裁定风险、文本解释风险、空间状态风险、结算顺序风险、胜负裁定风险,自动理解置信度不高、电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 27%，同类复杂度分位 46%。
大黄,战斗人物,金庸,连城诀,3000,1.67,★★☆☆☆,1.71,★★☆☆☆,低,待观察,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 3%，同类复杂度分位 1%。
狄云,战斗人物,金庸,连城诀,4900,2.5,★★☆☆☆,4.6,★★★★★,低,持续输出、肉盾/生存、控制/封锁、阵营/结盟,文本解释风险、状态交互风险、循环/累积风险、目标/来源风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 40%，同类复杂度分位 81%。
丁典,战斗人物,金庸,连城诀,2700,1.67,★★☆☆☆,2.46,★★☆☆☆,低,阵营/结盟,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 3%，同类复杂度分位 7%。
凌退思,战斗人物,金庸,连城诀,2000,2.74,★★★☆☆,2.59,★★★☆☆,低,爆发输出、持续输出、控制/封锁,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 58%，同类复杂度分位 8%。
戚长发,战斗人物,金庸,连城诀,2800,2.2,★★☆☆☆,3.53,★★★★☆,低,爆发输出、持续输出、肉盾/生存、阵营/结盟,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 18%，同类复杂度分位 41%。
万震山,战斗人物,金庸,连城诀,3500,2.62,★★★☆☆,3.66,★★★★☆,低,爆发输出、控制/封锁、阵营/结盟,文本解释风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 49%，同类复杂度分位 47%。
血刀老祖,战斗人物,金庸,连城诀,3500,2.83,★★★☆☆,3.37,★★★☆☆,低,持续输出,循环/累积风险、结算顺序风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 65%，同类复杂度分位 33%。
言达平,战斗人物,金庸,连城诀,3000,1.62,★★☆☆☆,3.35,★★★☆☆,中,爆发输出、资源/学习、阵营/结盟,文本解释风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 0%，同类复杂度分位 32%。
胡斐,战斗人物,金庸,飞狐外传,3000,1.66,★★☆☆☆,2.79,★★★☆☆,低,持续输出、控制/封锁,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 1%，同类复杂度分位 12%。
无嗔大师,战斗人物,金庸,飞狐外传,4000,2.17,★★☆☆☆,2.82,★★★☆☆,低,持续输出、控制/封锁、阵营/结盟,循环/累积风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 16%，同类复杂度分位 13%。
穆人清,战斗人物,金庸,碧血剑,3000,2.45,★★☆☆☆,4.31,★★★★☆,中,持续输出、控制/封锁、阵营/结盟,状态交互风险、空间状态风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 37%，同类复杂度分位 73%。
夏雪宜,战斗人物,金庸,碧血剑,2000,2.61,★★★☆☆,3.39,★★★☆☆,中,控制/封锁、阵营/结盟,空间状态风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 49%，同类复杂度分位 34%。
袁承志,战斗人物,金庸,碧血剑,2300,2.46,★★☆☆☆,4.91,★★★★★,高,爆发输出、持续输出、控制/封锁、资源/学习、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 38%，同类复杂度分位 89%。
木桑道长,战斗人物,金庸,碧血剑,1900,2.21,★★☆☆☆,3.18,★★★☆☆,中,肉盾/生存、资源/学习、阵营/结盟,空间状态风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 20%，同类复杂度分位 24%。
李文秀,战斗人物,金庸,白马啸西风,,2.63,★★★☆☆,3.76,★★★★☆,中,爆发输出、控制/封锁,空间状态风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 50%，同类复杂度分位 53%。
沙子龙,战斗人物,老舍,断魂枪,4300,2.35,★★☆☆☆,3.5,★★★★☆,低,肉盾/生存、控制/封锁、规则解释高风险,文本解释风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 31%，同类复杂度分位 39%。
阿三阿四,战斗人物,李凉,杨小邪,3400,2.18,★★☆☆☆,4.32,★★★★☆,高,控制/封锁,目标/来源风险,电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 17%，同类复杂度分位 73%。
欧阳不空,战斗人物,李凉,杨小邪,2500,1.78,★★☆☆☆,4.13,★★★★☆,低,持续输出、肉盾/生存、控制/封锁、阵营/结盟,目标/来源风险、状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 7%，同类复杂度分位 66%。
乔小雨,战斗人物,李凉,杨小邪,2100,2.7,★★★☆☆,3.26,★★★☆☆,低,肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、循环/累积风险、结算顺序风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 55%，同类复杂度分位 27%。
